reference_id,module_id,status,requirement,source_document,source_section,source_extract_id,notes
BR-REF-0215,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: A. Bank identity; Что обязательно собрать: legal/brand name, official domains, mortgage issuing status, checked_at",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00268,Standard/reference only; not a real bank rules pack.
BR-REF-0216,M07-M08,FUTURE_1_1_REFERENCE,Раздел research pack: B. Program inventory; Что обязательно собрать: все актуальные ипотечные программы + статус active/paused/closed/candidate,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00269,Standard/reference only; not a real bank rules pack.
BR-REF-0217,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: C. Program passport; Что обязательно собрать: market, region, amount, term, rates, fees, repayment type, intake",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00270,Standard/reference only; not a real bank rules pack.
BR-REF-0218,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: D. Participant rules; Что обязательно собрать: citizenship/residency, min/max age и момент проверки возраста, household/co-borrower",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00271,Standard/reference only; not a real bank rules pack.
BR-REF-0219,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: E. Employment; Что обязательно собрать: тип занятости, стаж, business age, probation/leave",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00272,Standard/reference only; not a real bank rules pack.
BR-REF-0220,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: F. Income; Что обязательно собрать: каждый accepted income type, period, formula, evidence, caps/haircuts",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00273,Standard/reference only; not a real bank rules pack.
BR-REF-0221,M07-M08,FUTURE_1_1_REFERENCE,Раздел research pack: G. Pension; Что обязательно собрать: есть ли requirement и как именно используется; не додумывать,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00274,Standard/reference only; not a real bank rules pack.
BR-REF-0222,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: H. Credit history; Что обязательно собрать: current/historical DPD, restructuring, MFO, inquiries, cards, guarantees — только подтверждённое",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00275,Standard/reference only; not a real bank rules pack.
BR-REF-0223,M07-M08,FUTURE_1_1_REFERENCE,Раздел research pack: I. Obligations/KDN; Что обязательно собрать: как учитываются payments/limits/non-credit commitments; формула/threshold/source,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00276,Standard/reference only; not a real bank rules pack.
BR-REF-0224,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: J. Down payment; Что обязательно собрать: min ratio, denominator, accepted sources, combination rules",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00277,Standard/reference only; not a real bank rules pack.
BR-REF-0225,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: K. Property; Что обязательно собрать: primary/secondary, types, geography, accreditation/valuation/ownership restrictions",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00278,Standard/reference only; not a real bank rules pack.
BR-REF-0226,M07-M08,FUTURE_1_1_REFERENCE,Раздел research pack: L. Special categories; Что обязательно собрать: military/youth/social/queue/etc + evidence,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00279,Standard/reference only; not a real bank rules pack.
BR-REF-0227,M07-M08,FUTURE_1_1_REFERENCE,"Раздел research pack: M. Sources; Что обязательно собрать: по каждому parameter: URL/doc, page/section, published/effective/checked, hash/status",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00280,Standard/reference only; not a real bank rules pack.
BR-REF-0228,M07-M08,FUTURE_1_1_REFERENCE,Раздел research pack: N. Unknowns; Что обязательно собрать: всё непубличное или конфликтное → MANUAL_REQUIRED / BANK_CONFIRMATION_REQUIRED,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00281,Standard/reference only; not a real bank rules pack.
BR-REF-0229,M07-M08,FUTURE_1_1_REFERENCE,Раздел research pack: O. Regression cases; Что обязательно собрать: boundary tests по каждому hard rule; exact threshold ± минимальный шаг,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00282,Standard/reference only; not a real bank rules pack.
BR-REF-0230,M07-M08,FUTURE_1_1_REFERENCE,Нет ни одного green-critical hard rule без source_ref и effective context.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17.1 Definition of “достаточно исследовано” для одного банка,SRC-DOC-BR-F-00284,Standard/reference only; not a real bank rules pack.
BR-REF-0231,M07-M08,FUTURE_1_1_REFERENCE,UNKNOWN не замаскирован общими фразами «по решению банка». Для каждого unknown есть конкретный open question.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17.1 Definition of “достаточно исследовано” для одного банка,SRC-DOC-BR-F-00285,Standard/reference only; not a real bank rules pack.
BR-REF-0232,M07-M08,FUTURE_1_1_REFERENCE,Каждая ставка/лимит/порог имеет checked_at и freshness policy.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17.1 Definition of “достаточно исследовано” для одного банка,SRC-DOC-BR-F-00286,Standard/reference only; not a real bank rules pack.
BR-REF-0233,M07-M08,FUTURE_1_1_REFERENCE,"Все программы банка перечислены, включая paused/closed, чтобы не спутать устаревшую страницу с актуальным продуктом.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17.1 Definition of “достаточно исследовано” для одного банка,SRC-DOC-BR-F-00287,Standard/reference only; not a real bank rules pack.
BR-REF-0234,M07-M08,FUTURE_1_1_REFERENCE,Есть реальные boundary regression cases и минимум один composite customer case.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17.1 Definition of “достаточно исследовано” для одного банка,SRC-DOC-BR-F-00288,Standard/reference only; not a real bank rules pack.
BR-REF-0235,M07-M08,FUTURE_1_1_REFERENCE,"Research pack проходит checker, затем импортируется как candidate program version — не напрямую в production.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17.1 Definition of “достаточно исследовано” для одного банка,SRC-DOC-BR-F-00289,Standard/reference only; not a real bank rules pack.
BR-REF-0236,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-001; Сценарий: Rule без source_ref; Ожидаемый результат: publish BLOCK,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00292,Standard/reference only; not a real bank rules pack.
BR-REF-0237,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-002; Сценарий: Required input UNKNOWN; Ожидаемый результат: не eligible; MANUAL/CONDITIONAL по unknown_behavior,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00293,Standard/reference only; not a real bank rules pack.
BR-REF-0238,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-003; Сценарий: UNKNOWN заменён 0; Ожидаемый результат: schema/test FAIL,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00294,Standard/reference only; not a real bank rules pack.
BR-REF-0239,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-004; Сценарий: Hard threshold ровно на границе; Ожидаемый результат: PASS,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00295,Standard/reference only; not a real bank rules pack.
BR-REF-0240,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-005; Сценарий: На минимальный шаг ниже; Ожидаемый результат: FAIL + exact deficit,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00296,Standard/reference only; not a real bank rules pack.
BR-REF-0241,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-006; Сценарий: Возраст проверяется на конец срока; Ожидаемый результат: точная дата без округления,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00297,Standard/reference only; not a real bank rules pack.
BR-REF-0242,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-007; Сценарий: Источник старше TTL; Ожидаемый результат: STALE; green blocked,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00298,Standard/reference only; not a real bank rules pack.
BR-REF-0243,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-008; Сценарий: Два официальных источника конфликтуют; Ожидаемый результат: CONFLICT; publish/green blocked,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00299,Standard/reference only; not a real bank rules pack.
BR-REF-0244,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-009; Сценарий: Maker пытается approve свою версию; Ожидаемый результат: операция forbidden,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00300,Standard/reference only; not a real bank rules pack.
BR-REF-0245,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-010; Сценарий: Regression новой версии FAIL; Ожидаемый результат: publish forbidden,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00301,Standard/reference only; not a real bank rules pack.
BR-REF-0246,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-011; Сценарий: Опубликованная версия изменяется PATCH; Ожидаемый результат: forbidden; create new version,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00302,Standard/reference only; not a real bank rules pack.
BR-REF-0247,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-012; Сценарий: Новая версия опубликована; Ожидаемый результат: old analysis replay unchanged,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00303,Standard/reference only; not a real bank rules pack.
BR-REF-0248,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-013; Сценарий: Intake OPEN + fit eligible; Ожидаемый результат: eligible-now,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00304,Standard/reference only; not a real bank rules pack.
BR-REF-0249,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-014; Сценарий: Intake CLOSED + fit eligible; Ожидаемый результат: fit eligible; available-now false,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00305,Standard/reference only; not a real bank rules pack.
BR-REF-0250,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-015; Сценарий: Intake QUEUE_ONLY; Ожидаемый результат: label queue; not available-now,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00306,Standard/reference only; not a real bank rules pack.
BR-REF-0251,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-016; Сценарий: Intake SELECTED without evidence; Ожидаемый результат: not available-now/manual,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00307,Standard/reference only; not a real bank rules pack.
BR-REF-0252,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-017; Сценарий: Bank rule не публикует income formula; Ожидаемый результат: MANUAL; no guessed income,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00308,Standard/reference only; not a real bank rules pack.
BR-REF-0253,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-018; Сценарий: Доход source DECLARED only; Ожидаемый результат: не VERIFIED автоматически,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00309,Standard/reference only; not a real bank rules pack.
BR-REF-0254,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-019; Сценарий: ОПВ 10k без rate context; Ожидаемый результат: не salary; bank rule cannot consume guessed base,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00310,Standard/reference only; not a real bank rules pack.
BR-REF-0255,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-020; Сценарий: Карта: limit ≠ balance; Ожидаемый результат: separate fields retained,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00311,Standard/reference only; not a real bank rules pack.
BR-REF-0256,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-021; Сценарий: Card treatment rule absent; Ожидаемый результат: affordability manual,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00312,Standard/reference only; not a real bank rules pack.
BR-REF-0257,M07-M08,FUTURE_1_1_REFERENCE,"ID: BR-022; Сценарий: Lifetime DPD 60, current 0; Ожидаемый результат: historical only",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00313,Standard/reference only; not a real bank rules pack.
BR-REF-0258,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-023; Сценарий: Assigned debt predecessor + successor; Ожидаемый результат: one canonical current obligation,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00314,Standard/reference only; not a real bank rules pack.
BR-REF-0259,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-024; Сценарий: Credit inquiry self report; Ожидаемый результат: not creditor inquiry,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00315,Standard/reference only; not a real bank rules pack.
BR-REF-0260,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-025; Сценарий: Application ≠ inquiry; Ожидаемый результат: separate rule inputs,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00316,Standard/reference only; not a real bank rules pack.
BR-REF-0261,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-026; Сценарий: MFO count rule with no window; Ожидаемый результат: rule invalid/incomplete,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00317,Standard/reference only; not a real bank rules pack.
BR-REF-0262,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-027; Сценарий: Co-borrower allowed condition unknown; Ожидаемый результат: MANUAL,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00318,Standard/reference only; not a real bank rules pack.
BR-REF-0263,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-028; Сценарий: Income from co-borrower accepted rule present; Ожидаемый результат: aggregate only eligible components,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00319,Standard/reference only; not a real bank rules pack.
BR-REF-0264,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-029; Сценарий: Down payment asset exists but availability unverified; Ожидаемый результат: CONDITIONAL/MANUAL,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00320,Standard/reference only; not a real bank rules pack.
BR-REF-0265,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-030; Сценарий: Down payment denominator unclear; Ожидаемый результат: rule cannot publish,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00321,Standard/reference only; not a real bank rules pack.
BR-REF-0266,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-031; Сценарий: Property accreditation stale; Ожидаемый результат: no green property fit,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00322,Standard/reference only; not a real bank rules pack.
BR-REF-0267,M07-M08,FUTURE_1_1_REFERENCE,"ID: BR-032; Сценарий: Property source unavailable; Ожидаемый результат: UNKNOWN, not not-accredited",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00323,Standard/reference only; not a real bank rules pack.
BR-REF-0268,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-033; Сценарий: Program rate changed; Ожидаемый результат: new version + diff; old result unchanged,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00324,Standard/reference only; not a real bank rules pack.
BR-REF-0269,M07-M08,FUTURE_1_1_REFERENCE,"ID: BR-034; Сценарий: Rule scope only primary market, case secondary; Ожидаемый результат: NOT_APPLICABLE or program fail via market rule, not silent reuse",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00325,Standard/reference only; not a real bank rules pack.
BR-REF-0270,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-035; Сценарий: Region rule missing; Ожидаемый результат: MANUAL for affected geography,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00326,Standard/reference only; not a real bank rules pack.
BR-REF-0271,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-036; Сценарий: Special-category evidence missing; Ожидаемый результат: CONDITIONAL/MANUAL; not eligible,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00327,Standard/reference only; not a real bank rules pack.
BR-REF-0272,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-037; Сценарий: Rule uses free-text LLM decision; Ожидаемый результат: schema reject,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00328,Standard/reference only; not a real bank rules pack.
BR-REF-0273,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-038; Сценарий: Rule expression references nonexistent input path; Ожидаемый результат: compile/test fail,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00329,Standard/reference only; not a real bank rules pack.
BR-REF-0274,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-039; Сценарий: Source check UNAVAILABLE; Ожидаемый результат: source status recorded; no clean result,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00330,Standard/reference only; not a real bank rules pack.
BR-REF-0275,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-040; Сценарий: Source content hash changed; Ожидаемый результат: diff task created,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00331,Standard/reference only; not a real bank rules pack.
BR-REF-0276,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-041; Сценарий: Two published versions overlap same scope; Ожидаемый результат: validation conflict,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00332,Standard/reference only; not a real bank rules pack.
BR-REF-0277,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-042; Сценарий: Program closed historically; Ожидаемый результат: new cases excluded; old analyses replay,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00333,Standard/reference only; not a real bank rules pack.
BR-REF-0278,M07-M08,FUTURE_1_1_REFERENCE,"ID: BR-043; Сценарий: Informational rate missing; Ожидаемый результат: program may be MANUAL/CONDITIONAL per display policy, never invented",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00334,Standard/reference only; not a real bank rules pack.
BR-REF-0279,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-044; Сценарий: Calculation division by zero/unknown; Ожидаемый результат: UNKNOWN/error-safe; no numeric output,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00335,Standard/reference only; not a real bank rules pack.
BR-REF-0280,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-045; Сценарий: Otbasy program evaluated via general annuity shortcut; Ожидаемый результат: test FAIL; route dedicated engine,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00336,Standard/reference only; not a real bank rules pack.
BR-REF-0281,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-046; Сценарий: Scenario changes down payment only; Ожидаемый результат: base snapshot immutable; new scenario result,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00337,Standard/reference only; not a real bank rules pack.
BR-REF-0282,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-047; Сценарий: Scenario claims income without evidence; Ожидаемый результат: quality preserved; bank rule applies declared/verified semantics,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00338,Standard/reference only; not a real bank rules pack.
BR-REF-0283,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-048; Сценарий: Conflict upstream client fact; Ожидаемый результат: program verdict CONFLICT/MANUAL,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00339,Standard/reference only; not a real bank rules pack.
BR-REF-0284,M07-M08,FUTURE_1_1_REFERENCE,ID: BR-049; Сценарий: Fresh source but program_version needs_bank_confirmation; Ожидаемый результат: no green,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00340,Standard/reference only; not a real bank rules pack.
BR-REF-0285,M07-M08,FUTURE_1_1_REFERENCE,"ID: BR-050; Сценарий: Research pack imports observed broker rule; Ожидаемый результат: candidate/manual only, not approved",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§18 Контрольные тесты стандарта,SRC-DOC-BR-F-00341,Standard/reference only; not a real bank rules pack.
BR-REF-0286,M07-M08,FUTURE_1_1_REFERENCE,Gate: BRG-01 Input contracts; Блокирует: Decision Engine; Критерий выхода: snapshot schemas блоков 01–04 зафиксированы; path registry versioned,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00344,Standard/reference only; not a real bank rules pack.
BR-REF-0287,M07-M08,FUTURE_1_1_REFERENCE,Gate: BRG-02 Rule DSL; Блокирует: любые автоматические verdicts; Критерий выхода: COMPARATOR/RANGE/SET/DATE/FORMULA/TABLE/CONDITIONAL/AGGREGATION/REQUIREMENT компилируются и тестируются,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00345,Standard/reference only; not a real bank rules pack.
BR-REF-0288,M07-M08,FUTURE_1_1_REFERENCE,"Gate: BRG-03 Source governance; Блокирует: publish program versions; Критерий выхода: source registry, TTL, hash, conflict, source_check работают",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00346,Standard/reference only; not a real bank rules pack.
BR-REF-0289,M07-M08,FUTURE_1_1_REFERENCE,Gate: BRG-04 Maker-checker; Блокирует: production rule editing; Критерий выхода: four-eyes + audit + no self-approval,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00347,Standard/reference only; not a real bank rules pack.
BR-REF-0290,M07-M08,FUTURE_1_1_REFERENCE,"Gate: BRG-05 Regression harness; Блокирует: publish new version; Критерий выхода: boundary + composite tests required, failure blocks publish",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00348,Standard/reference only; not a real bank rules pack.
BR-REF-0291,M07-M08,FUTURE_1_1_REFERENCE,Gate: BRG-06 Explain trace; Блокирует: user-facing analysis; Критерий выхода: каждый verdict/reason воспроизводим до input + rule + source,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00349,Standard/reference only; not a real bank rules pack.
BR-REF-0292,M07-M08,FUTURE_1_1_REFERENCE,Gate: BRG-07 Otbasy adapter; Блокирует: Otbasy green results; Критерий выхода: dedicated engine returns compatible trace; no general shortcut,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00350,Standard/reference only; not a real bank rules pack.
BR-REF-0293,M07-M08,FUTURE_1_1_REFERENCE,"Gate: BRG-08 First-bank gold validation; Блокирует: production launch of generic bank engine; Критерий выхода: минимум один реальный банк полностью заполнен, manually validated by mortgage SME, edge cases pass",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00351,Standard/reference only; not a real bank rules pack.
