contract_id,module_id,object_name,field_name,field_path,contract_version,type,unit,required,nullable,allowed_states,source_owner,meaning,must_not_mean,validation,versioning,provenance_required,evidence_required,source_documents,source_sections,source_extract_ids,notes
DC-M06-CAN-0018,M06,calculation_run,tenant_id,calculation_run.tenant_id,,,,TRUE,,,M06,M01 access scope; no cross-tenant existence leak.|Required; M01 authorization guard; no cross-tenant leak.,,Required; M01 authorization guard; no cross-tenant leak.,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00268|SRC-DOC-M06-I-00200,Field: tenant_id / case_id; Contract: M01 access scope; no cross-tenant existence leak.|Field: tenant_id / case_id; Storage/validation: Required; M01 authorization guard; no cross-tenant leak.
DC-M06-CAN-0019,M06,calculation_snapshot,blockers[].blocking_input_refs,calculation_snapshot.blockers[].blocking_input_refs,,,,TRUE,TRUE,BLOCKED,M06,"code, human reason, blocking_input_refs|null value when blocked|null when blocked",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00287|SRC-DOC-M06-I-00230,"Block: Blockers; Required content: code, human reason, blocking_input_refs; Invariant: null value when blocked|Block: Blockers; Required payload: code, human reason, blocking_input_refs; Invariant: null when blocked"
DC-M06-CAN-0020,M06,calculation_snapshot,blockers[].code,calculation_snapshot.blockers[].code,,,,TRUE,TRUE,BLOCKED,M06,"code, human reason, blocking_input_refs|null value when blocked|null when blocked",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00287|SRC-DOC-M06-I-00230,"Block: Blockers; Required content: code, human reason, blocking_input_refs; Invariant: null value when blocked|Block: Blockers; Required payload: code, human reason, blocking_input_refs; Invariant: null when blocked"
DC-M06-CAN-0021,M06,calculation_snapshot,blockers[].human_reason,calculation_snapshot.blockers[].human_reason,,,,TRUE,TRUE,BLOCKED,M06,"code, human reason, blocking_input_refs|null value when blocked|null when blocked",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00287|SRC-DOC-M06-I-00230,"Block: Blockers; Required content: code, human reason, blocking_input_refs; Invariant: null value when blocked|Block: Blockers; Required payload: code, human reason, blocking_input_refs; Invariant: null when blocked"
DC-M06-CAN-0022,M06,calculation_snapshot,calculated_at,calculation_snapshot.calculated_at,,,,TRUE,,,M06,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00281|SRC-DOC-M06-I-00224,"Block: Envelope; Required content: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable|Block: Envelope; Required payload: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable"
DC-M06-CAN-0023,M06,calculation_snapshot,calculation_snapshot_id,calculation_snapshot.calculation_snapshot_id,,,,TRUE,,,M06,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00281|SRC-DOC-M06-I-00224,"Block: Envelope; Required content: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable|Block: Envelope; Required payload: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable"
DC-M06-CAN-0024,M06,calculation_snapshot,canonicalization_version,calculation_snapshot.canonicalization_version,,,,TRUE,,,M06,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00288|SRC-DOC-M06-I-00231,"Block: Hashes; Required content: input_hash, output_hash, replay_hash + canonicalization version; Invariant: deterministic|Block: Hashes; Required payload: input_hash, output_hash, replay_hash + CASA-CJ-1 version; Invariant: deterministic"
DC-M06-CAN-0025,M06,calculation_snapshot,case_id,calculation_snapshot.case_id,,,,TRUE,,,M06,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00281|SRC-DOC-M06-I-00224,"Block: Envelope; Required content: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable|Block: Envelope; Required payload: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable"
DC-M06-CAN-0026,M06,calculation_snapshot,client_profile_snapshot_hash,calculation_snapshot.client_profile_snapshot_hash,,,,TRUE,,,M06,client_profile_snapshot_id/hash/schema|no raw PDF|sole profile source,,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00282|SRC-DOC-M06-I-00225,Block: Profile; Required content: client_profile_snapshot_id/hash/schema; Invariant: no raw PDF|Block: Profile; Required payload: client_profile_snapshot_id/hash/schema; Invariant: sole profile source
DC-M06-CAN-0027,M06,calculation_snapshot,client_profile_snapshot_id,calculation_snapshot.client_profile_snapshot_id,,,,TRUE,,,M06,client_profile_snapshot_id/hash/schema|no raw PDF|sole profile source,,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00282|SRC-DOC-M06-I-00225,Block: Profile; Required content: client_profile_snapshot_id/hash/schema; Invariant: no raw PDF|Block: Profile; Required payload: client_profile_snapshot_id/hash/schema; Invariant: sole profile source
DC-M06-CAN-0028,M06,calculation_snapshot,client_profile_snapshot_schema,calculation_snapshot.client_profile_snapshot_schema,,,,TRUE,,,M06,client_profile_snapshot_id/hash/schema|no raw PDF|sole profile source,,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00282|SRC-DOC-M06-I-00225,Block: Profile; Required content: client_profile_snapshot_id/hash/schema; Invariant: no raw PDF|Block: Profile; Required payload: client_profile_snapshot_id/hash/schema; Invariant: sole profile source
DC-M06-CAN-0029,M06,calculation_snapshot,credit_history_snapshot_hash,calculation_snapshot.credit_history_snapshot_hash,,,,TRUE,,,M06,iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash|selected refs only|refs only,,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00283|SRC-DOC-M06-I-00226,Block: Upstream; Required content: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: selected refs only|Block: Upstream; Required payload: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: refs only
DC-M06-CAN-0030,M06,calculation_snapshot,credit_history_snapshot_id,calculation_snapshot.credit_history_snapshot_id,,,,TRUE,,,M06,iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash|selected refs only|refs only,,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00283|SRC-DOC-M06-I-00226,Block: Upstream; Required content: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: selected refs only|Block: Upstream; Required payload: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: refs only
DC-M06-CAN-0031,M06,calculation_snapshot,decimal_context_version,calculation_snapshot.decimal_context_version,,,,TRUE,,,M06,"engine_version, decimal_context_version|auditable",,,"engine_version, decimal_context_version|auditable",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00289|SRC-DOC-M06-I-00232,"Block: Engine; Required content: engine_version, decimal_context_version; Invariant: auditable|Block: Engine; Required payload: engine_version, decimal_context_version; Invariant: auditable"
DC-M06-CAN-0032,M06,calculation_snapshot,engine_version,calculation_snapshot.engine_version,,,,TRUE,,,M06,"engine_version, decimal_context_version|auditable",,,"engine_version, decimal_context_version|auditable",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00289|SRC-DOC-M06-I-00232,"Block: Engine; Required content: engine_version, decimal_context_version; Invariant: auditable|Block: Engine; Required payload: engine_version, decimal_context_version; Invariant: auditable"
DC-M06-CAN-0033,M06,calculation_snapshot,formula_registry_version,calculation_snapshot.formula_registry_version,,,,TRUE,,,M06,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00284|SRC-DOC-M06-I-00227,Block: Formula; Required content: registry version + per-output formula_id/version/origin/effective context; Invariant: replay exact|Block: Formula; Required payload: registry version + per output formula_id/version/origin/effective context; Invariant: exact replay
DC-M06-CAN-0034,M06,calculation_snapshot,iin_check_batch_id,calculation_snapshot.iin_check_batch_id,,,,TRUE,,,M06,iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash|selected refs only|refs only,,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00283|SRC-DOC-M06-I-00226,Block: Upstream; Required content: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: selected refs only|Block: Upstream; Required payload: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: refs only
DC-M06-CAN-0035,M06,calculation_snapshot,input_hash,calculation_snapshot.input_hash,,,,TRUE,,,M06,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00288|SRC-DOC-M06-I-00231,"Block: Hashes; Required content: input_hash, output_hash, replay_hash + canonicalization version; Invariant: deterministic|Block: Hashes; Required payload: input_hash, output_hash, replay_hash + CASA-CJ-1 version; Invariant: deterministic"
DC-M06-CAN-0036,M06,calculation_snapshot,inputs[].source_hash,calculation_snapshot.inputs[].source_hash,,,,TRUE,,,M06,"canonical values, units, statuses, source paths/metrics, source IDs/hashes|no hidden default|canonical values, units, statuses, source paths/metrics, IDs/hashes|no hidden defaults",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00285|SRC-DOC-M06-I-00228,"Block: Inputs; Required content: canonical values, units, statuses, source paths/metrics, source IDs/hashes; Invariant: no hidden default|Block: Inputs; Required payload: canonical values, units, statuses, source paths/metrics, IDs/hashes; Invariant: no hidden defaults"
DC-M06-CAN-0037,M06,calculation_snapshot,inputs[].source_id,calculation_snapshot.inputs[].source_id,,,,TRUE,,,M06,"canonical values, units, statuses, source paths/metrics, source IDs/hashes|no hidden default|canonical values, units, statuses, source paths/metrics, IDs/hashes|no hidden defaults",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00285|SRC-DOC-M06-I-00228,"Block: Inputs; Required content: canonical values, units, statuses, source paths/metrics, source IDs/hashes; Invariant: no hidden default|Block: Inputs; Required payload: canonical values, units, statuses, source paths/metrics, IDs/hashes; Invariant: no hidden defaults"
DC-M06-CAN-0038,M06,calculation_snapshot,inputs[].source_metric,calculation_snapshot.inputs[].source_metric,,,,TRUE,,,M06,"canonical values, units, statuses, source paths/metrics, source IDs/hashes|no hidden default|canonical values, units, statuses, source paths/metrics, IDs/hashes|no hidden defaults",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00285|SRC-DOC-M06-I-00228,"Block: Inputs; Required content: canonical values, units, statuses, source paths/metrics, source IDs/hashes; Invariant: no hidden default|Block: Inputs; Required payload: canonical values, units, statuses, source paths/metrics, IDs/hashes; Invariant: no hidden defaults"
DC-M06-CAN-0039,M06,calculation_snapshot,inputs[].source_path,calculation_snapshot.inputs[].source_path,,,,TRUE,,,M06,"canonical values, units, statuses, source paths/metrics, source IDs/hashes|no hidden default|canonical values, units, statuses, source paths/metrics, IDs/hashes|no hidden defaults",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00285|SRC-DOC-M06-I-00228,"Block: Inputs; Required content: canonical values, units, statuses, source paths/metrics, source IDs/hashes; Invariant: no hidden default|Block: Inputs; Required payload: canonical values, units, statuses, source paths/metrics, IDs/hashes; Invariant: no hidden defaults"
DC-M06-CAN-0040,M06,calculation_snapshot,inputs[].status,calculation_snapshot.inputs[].status,,,,TRUE,,,M06,"canonical values, units, statuses, source paths/metrics, source IDs/hashes|no hidden default|canonical values, units, statuses, source paths/metrics, IDs/hashes|no hidden defaults",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00285|SRC-DOC-M06-I-00228,"Block: Inputs; Required content: canonical values, units, statuses, source paths/metrics, source IDs/hashes; Invariant: no hidden default|Block: Inputs; Required payload: canonical values, units, statuses, source paths/metrics, IDs/hashes; Invariant: no hidden defaults"
DC-M06-CAN-0041,M06,calculation_snapshot,inputs[].unit,calculation_snapshot.inputs[].unit,,,,TRUE,,,M06,"canonical values, units, statuses, source paths/metrics, source IDs/hashes|no hidden default|canonical values, units, statuses, source paths/metrics, IDs/hashes|no hidden defaults",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00285|SRC-DOC-M06-I-00228,"Block: Inputs; Required content: canonical values, units, statuses, source paths/metrics, source IDs/hashes; Invariant: no hidden default|Block: Inputs; Required payload: canonical values, units, statuses, source paths/metrics, IDs/hashes; Invariant: no hidden defaults"
DC-M06-CAN-0042,M06,calculation_snapshot,inputs[].value,calculation_snapshot.inputs[].value,,,,TRUE,,,M06,"canonical values, units, statuses, source paths/metrics, source IDs/hashes|no hidden default|canonical values, units, statuses, source paths/metrics, IDs/hashes|no hidden defaults",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00285|SRC-DOC-M06-I-00228,"Block: Inputs; Required content: canonical values, units, statuses, source paths/metrics, source IDs/hashes; Invariant: no hidden default|Block: Inputs; Required payload: canonical values, units, statuses, source paths/metrics, IDs/hashes; Invariant: no hidden defaults"
DC-M06-CAN-0043,M06,calculation_snapshot,output_hash,calculation_snapshot.output_hash,,,,TRUE,,,M06,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00288|SRC-DOC-M06-I-00231,"Block: Hashes; Required content: input_hash, output_hash, replay_hash + canonicalization version; Invariant: deterministic|Block: Hashes; Required payload: input_hash, output_hash, replay_hash + CASA-CJ-1 version; Invariant: deterministic"
DC-M06-CAN-0044,M06,calculation_snapshot,outputs[].display_value,calculation_snapshot.outputs[].display_value,,,,TRUE,,,M06,"raw/persisted/display values, status, quality limitations|no bank verdict|raw, persisted, display, status, limitations",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00286|SRC-DOC-M06-I-00229,"Block: Outputs; Required content: raw/persisted/display values, status, quality limitations; Invariant: no bank verdict|Block: Outputs; Required payload: raw, persisted, display, status, limitations; Invariant: no bank verdict"
DC-M06-CAN-0045,M06,calculation_snapshot,outputs[].formula_effective_context,calculation_snapshot.outputs[].formula_effective_context,,,,TRUE,,,M06,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00284|SRC-DOC-M06-I-00227,Block: Formula; Required content: registry version + per-output formula_id/version/origin/effective context; Invariant: replay exact|Block: Formula; Required payload: registry version + per output formula_id/version/origin/effective context; Invariant: exact replay
DC-M06-CAN-0046,M06,calculation_snapshot,outputs[].formula_id,calculation_snapshot.outputs[].formula_id,,,,TRUE,,,M06,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00284|SRC-DOC-M06-I-00227,Block: Formula; Required content: registry version + per-output formula_id/version/origin/effective context; Invariant: replay exact|Block: Formula; Required payload: registry version + per output formula_id/version/origin/effective context; Invariant: exact replay
DC-M06-CAN-0047,M06,calculation_snapshot,outputs[].formula_origin,calculation_snapshot.outputs[].formula_origin,,,,TRUE,,,M06,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00284|SRC-DOC-M06-I-00227,Block: Formula; Required content: registry version + per-output formula_id/version/origin/effective context; Invariant: replay exact|Block: Formula; Required payload: registry version + per output formula_id/version/origin/effective context; Invariant: exact replay
DC-M06-CAN-0048,M06,calculation_snapshot,outputs[].formula_version,calculation_snapshot.outputs[].formula_version,,,,TRUE,,,M06,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,registry version + per-output formula_id/version/origin/effective context|replay exact|registry version + per output formula_id/version/origin/effective context|exact replay,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00284|SRC-DOC-M06-I-00227,Block: Formula; Required content: registry version + per-output formula_id/version/origin/effective context; Invariant: replay exact|Block: Formula; Required payload: registry version + per output formula_id/version/origin/effective context; Invariant: exact replay
DC-M06-CAN-0049,M06,calculation_snapshot,outputs[].persisted_value,calculation_snapshot.outputs[].persisted_value,,,,TRUE,,,M06,"raw/persisted/display values, status, quality limitations|no bank verdict|raw, persisted, display, status, limitations",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00286|SRC-DOC-M06-I-00229,"Block: Outputs; Required content: raw/persisted/display values, status, quality limitations; Invariant: no bank verdict|Block: Outputs; Required payload: raw, persisted, display, status, limitations; Invariant: no bank verdict"
DC-M06-CAN-0050,M06,calculation_snapshot,outputs[].quality_limitations,calculation_snapshot.outputs[].quality_limitations,,,,TRUE,,,M06,"raw/persisted/display values, status, quality limitations|no bank verdict|raw, persisted, display, status, limitations",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00286|SRC-DOC-M06-I-00229,"Block: Outputs; Required content: raw/persisted/display values, status, quality limitations; Invariant: no bank verdict|Block: Outputs; Required payload: raw, persisted, display, status, limitations; Invariant: no bank verdict"
DC-M06-CAN-0051,M06,calculation_snapshot,outputs[].raw_value,calculation_snapshot.outputs[].raw_value,,,,TRUE,,,M06,"raw/persisted/display values, status, quality limitations|no bank verdict|raw, persisted, display, status, limitations",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00286|SRC-DOC-M06-I-00229,"Block: Outputs; Required content: raw/persisted/display values, status, quality limitations; Invariant: no bank verdict|Block: Outputs; Required payload: raw, persisted, display, status, limitations; Invariant: no bank verdict"
DC-M06-CAN-0052,M06,calculation_snapshot,outputs[].status,calculation_snapshot.outputs[].status,,,,TRUE,,,M06,"raw/persisted/display values, status, quality limitations|no bank verdict|raw, persisted, display, status, limitations",,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00286|SRC-DOC-M06-I-00229,"Block: Outputs; Required content: raw/persisted/display values, status, quality limitations; Invariant: no bank verdict|Block: Outputs; Required payload: raw, persisted, display, status, limitations; Invariant: no bank verdict"
DC-M06-CAN-0053,M06,calculation_snapshot,pension_snapshot_hash,calculation_snapshot.pension_snapshot_hash,,,,TRUE,,,M06,iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash|selected refs only|refs only,,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00283|SRC-DOC-M06-I-00226,Block: Upstream; Required content: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: selected refs only|Block: Upstream; Required payload: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: refs only
DC-M06-CAN-0054,M06,calculation_snapshot,pension_snapshot_id,calculation_snapshot.pension_snapshot_id,,,,TRUE,,,M06,iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash|selected refs only|refs only,,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00283|SRC-DOC-M06-I-00226,Block: Upstream; Required content: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: selected refs only|Block: Upstream; Required payload: iin_check_batch_id; credit_history_snapshot_id/hash; pension_snapshot_id/hash; Invariant: refs only
DC-M06-CAN-0055,M06,calculation_snapshot,replay_hash,calculation_snapshot.replay_hash,,,,TRUE,,,M06,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,"input_hash, output_hash, replay_hash + canonicalization version|deterministic|input_hash, output_hash, replay_hash + CASA-CJ-1 version",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00288|SRC-DOC-M06-I-00231,"Block: Hashes; Required content: input_hash, output_hash, replay_hash + canonicalization version; Invariant: deterministic|Block: Hashes; Required payload: input_hash, output_hash, replay_hash + CASA-CJ-1 version; Invariant: deterministic"
